ddt,dd
5984.1671793436,2292.13270920142
5684.25266623599,2292.13270920142
5564.01959878203,1684.97877972791
5497.23267631778,1684.97877972791
5788.03034796984,1894.71537821213
5787.25582204136,1894.71537821213
6235.96346318083,1842.53545557158
5667.18771859717,1842.53545557158
6162.37961717289,1409.17215703738
6135.6184203331,1409.17215703738
5334.04573001632,2246.87413209134
5565.39116340864,2246.87413209134
5657.2633530623,2295.64165853495
5671.61679843788,2295.64165853495
5949.95936584693,2178.8645605951
5991.64976531139,2178.8645605951
4960.91866610992,2431.22998035956
5653.16780884922,2431.22998035956
6375.54273455774,2289.89475742508
6467.80026929726,2289.89475742508
5691.57598091333,2196.8813926622
5774.08305848913,2196.8813926622
6285.64459307529,1669.98368820875
6351.79494979594,1669.98368820875
6056.12046117357,1652.64376380489
6306.84414584163,1652.64376380489
6191.26383483819,1307.93187861488
6345.77552140992,1307.93187861488
5755.41438298428,1232.13053732832
5854.18136051656,1232.13053732832
4966.04045569549,2063.44135680524
5313.60781173265,2063.44135680524
6389.26407755404,1347.65932235904
6563.91838695627,1347.65932235904
4833.29805280028,2002.16226912101
5189.0830980754,2002.16226912101
5256.03464248847,1171.5201783549
5444.0012494173,1171.5201783549
5464.14470228595,2841.89569322592
5533.62200789159,2841.89569322592
4945.85863227341,3136.16389482981
4976.10556930162,3136.16389482981
6379.02071542491,1345.56848035868
5858.63886795426,1345.56848035868
5517.90515531616,1849.55181689364
5589.05626215325,1849.55181689364
5899.52399587608,3520.94235084403
5435.48550364391,3520.94235084403
5870.51172601428,1598.66501318964
5852.71892549209,1598.66501318964
6612.94574430668,1945.51500972176
7655.87220684908,1945.51500972176
6248.43859566424,1528.77851646562
5887.77567862775,1528.77851646562
5600.28159042819,1925.78237285814
5531.93269718177,1925.78237285814
6623.20374877823,1820.01549962497
6280.50695629176,1820.01549962497
5361.42600326778,1626.80659832654
5281.20666244105,1626.80659832654
5595.02952421621,1423.77247921543
5921.41705999439,1423.77247921543
6100.18687356354,2246.49333230532
6217.003383284,2246.49333230532
6030.85832397186,1810.26765073545
5945.80648666147,1810.26765073545
5492.54476256798,2131.74130473749
5764.34502896043,2131.74130473749
6323.25232349297,1512.21904652117
6824.1199798828,1512.21904652117
6501.16087601684,1700.7441098295
6246.0900472916,1700.7441098295
6212.61619587805,1220.4478039107
6821.12117030826,1220.4478039107
5664.32255254947,2342.59775677332
5260.28611070348,2342.59775677332
6222.93303524989,1615.75221297061
6260.37122953244,1615.75221297061
5789.3674431079,2823.52022273662
5858.74467515031,2823.52022273662
5433.72335562533,1738.50103567081
5395.6455793598,1738.50103567081
5343.55097678974,1947.31924274237
5521.40531886514,1947.31924274237
5745.28557598046,1731.82105440781
5620.48447931731,1731.82105440781
5881.70397964462,2427.94605439216
5987.6028036962,2427.94605439216
4926.47885197728,2174.77180046039
5120.31721402329,2174.77180046039
5495.00477642518,1736.09361609343
5463.62530431808,1736.09361609343
4887.30191731376,2038.92605643695
5025.94756942476,2038.92605643695
5785.29570965418,1829.68640938034
5310.23584960694,1829.68640938034
6803.61908324407,1057.07230234428
6415.54256705573,1057.07230234428
6452.84982200273,1877.49687952856
6242.44928224044,1877.49687952856
5346.53123456556,2812.3042530323
5628.41859195529,2812.3042530323
6208.73635152436,2290.56568946987
6131.5795844206,2290.56568946987
6804.18948131984,1352.08341760375
7020.05074962419,1352.08341760375
5002.15171022646,2709.02154639585
4940.1122382059,2709.02154639585
4829.83619777847,2728.11769866052
4716.98094663999,2728.11769866052
5681.15826651771,1831.65530923401
5641.92916525971,1831.65530923401
6238.02243260605,1707.99596094234
5966.80023637152,1707.99596094234
4719.0508943309,2978.29699524828
4753.13490817872,2978.29699524828
5175.40139718119,2863.17046380579
5063.733729576,2863.17046380579
5286.86889879086,1311.95767468293
5248.43338698007,1311.95767468293
5239.36776216039,1926.53087841796
5315.60107158478,1926.53087841796
6363.57733941236,1900.86196660748
6251.42194329235,1900.86196660748
5857.53088561308,1558.98463038732
6218.43146953703,1558.98463038732
6396.86809336028,1514.02297291437
7346.8225363936,1514.02297291437
5176.8881983815,2225.01011987037
5210.24376762113,2225.01011987037
5596.31681758052,1877.09352566056
5705.12265845015,1877.09352566056
6017.89971427161,1939.16629773196
5978.14006333958,1939.16629773196
6227.59227994735,1383.57716535769
6099.59319963267,1383.57716535769
6209.28332411493,1504.33258187961
6120.16617761192,1504.33258187961
6487.24697129798,1363.94901374687
6211.99933726272,1363.94901374687
6875.70851126987,1572.76006789765
6789.84039733574,1572.76006789765
5151.21793132538,2217.08821684924
5190.9404759556,2217.08821684924
5696.07334258605,1592.08216542841
5676.89128128134,1592.08216542841
6593.69196677647,1464.99954411892
6628.00957490514,1464.99954411892
6332.5928583964,1556.43406304118
6686.01393341675,1556.43406304118
6398.32075783904,2167.55591119877
6411.65059389466,2167.55591119877
6479.78975865296,1217.11946365677
6797.76814957811,1217.11946365677
5618.08212540717,1869.43678290545
5768.5784933923,1869.43678290545
5144.42365942189,2983.52436455554
4943.83341557294,2983.52436455554
5054.6728936677,2430.30965838939
5274.7277847882,2430.30965838939
5797.53572549336,1804.69734548804
6066.72607535784,1804.69734548804
8637.89644176182,1098.89557257898
9068.82740279724,1098.89557257898
9194.46618303308,1511.50353601241
8599.94844094769,1511.50353601241
5679.5595669259,1916.22048998788
5452.12450037076,1916.22048998788
5254.03314172164,3177.62702661546
5389.74503353378,3177.62702661546
6180.89657642265,1655.03815474212
5339.46630006771,1655.03815474212
5017.60478563909,1978.86097473379
5523.057672048,1978.86097473379
5221.62008016888,1762.20318837236
5174.0737768465,1762.20318837236
6156.06581853301,1499.00128086045
5937.80973368157,1499.00128086045
5383.25794919363,2892.18275125134
5320.75170488415,2892.18275125134
6535.53998759323,1307.82833210416
6240.23452408515,1307.82833210416
6073.13344739578,1746.19816505597
5592.30152223474,1746.19816505597
6423.99803890967,1328.05090354684
6742.34228611139,1328.05090354684
6154.32429604582,2575.78476154324
6256.59842318747,2575.78476154324
6109.32804369077,1494.11645407904
6205.81256259498,1494.11645407904
6337.83392425388,1322.13305430625
6542.11962582918,1322.13305430625
5935.63083162853,1813.29705001195
5841.73157498358,1813.29705001195
5271.23403504636,2595.82765177286
5466.61880709497,2595.82765177286
5846.19749732724,2196.8813926622
5836.83279245545,2196.8813926622
5628.23976036203,2186.165398367
5602.9355940846,2186.165398367
6378.85573547082,1955.12327194884
6900.66463250774,1955.12327194884
6431.74899646994,1480.68497383523
6080.43516205427,1480.68497383523
7714.37089632158,973.590187293582
7675.48593433297,973.590187293582
6433.462362549,1427.50482220898
6585.38485319851,1427.50482220898
6123.2663922427,1414.76886269512
6096.57937864337,1414.76886269512
5852.15318988791,1247.89517747933
6298.98521307707,1247.89517747933
5602.95250238966,1305.0157545881
5664.15771461058,1305.0157545881
5919.78447286261,1797.80719102221
5997.26902818589,1797.80719102221
5775.21021474023,1934.87242092854
5913.60675668663,1934.87242092854
6444.30404583045,1560.2156276063
6442.89320138278,1560.2156276063
5721.03096321928,1625.40839721025
5922.28936673241,1625.40839721025
6035.50424857884,1323.72494918544
6272.61893048131,1323.72494918544
6091.79867812587,1973.32233971469
7657.12342821549,1973.32233971469
5016.83193159519,1618.1391614265
5100.96232512662,1618.1391614265
6483.23379863758,1540.97125670434
6243.8985660492,1540.97125670434
4840.39914089056,3104.1005890254
4994.73902265334,3104.1005890254
5551.0968932574,1403.63299493232
5456.40769985426,1403.63299493232
6434.96145322946,1759.93770984349
5896.53770808595,1759.93770984349
5856.94834402589,1482.3721752694
5506.86861788648,1482.3721752694
6589.46971441106,1432.57932877741
6152.78014182873,1432.57932877741
6372.24787806996,1435.2531308265
7550.93309179056,1435.2531308265
5218.79711936122,2753.18789875234
5036.62965355183,2753.18789875234
5383.98483806154,2081.04102456355
5305.1723343536,2081.04102456355
6784.71628315742,1238.97428176784
6797.7753310899,1238.97428176784
6860.06042128323,1928.48879178764
6928.48408985681,1928.48879178764
4850.01165807924,2366.07466622506
4869.74078164773,2366.07466622506
6706.42917643505,1937.17544825315
8206.25654430612,1937.17544825315
6158.02509728023,2152.06702087997
6041.61840168882,2152.06702087997
4764.52186434268,2130.79360324234
5133.1547521075,2130.79360324234
5725.6000152074,3357.16548188864
5690.77868061459,3357.16548188864
5491.78133108641,1766.93882420452
5670.92296753693,1766.93882420452
5806.1876220774,1252.8012922804
5798.86455013249,1252.8012922804
5160.88913258172,1553.12519503851
5417.98951988873,1553.12519503851
6498.21996645415,2029.40694124316
7014.09098267259,2029.40694124316
5482.19254031889,1629.49278477
5393.61585127719,1629.49278477
5141.15309019907,2613.8932613137
5340.54691560021,2613.8932613137
5932.1921801764,1654.352600064
5854.0992608869,1654.352600064
6069.64536916521,1154.64525737252
6222.11664725474,1154.64525737252
5874.98778381479,1213.03566133132
6090.98896853399,1213.03566133132
5383.01244441082,1857.24274873865
5336.6705025476,1857.24274873865
7046.22927068234,1900.29722323629
6515.8873998793,1900.29722323629
5044.3956609994,1720.11604258472
5157.37211012788,1720.11604258472
5024.53735952077,2484.70765376747
4988.04075239968,2484.70765376747
4494.93951385984,2501.36306908669
4606.2700768278,2501.36306908669
6158.69407377936,1990.77318197352
5850.42594726486,1990.77318197352
4952.13849867226,2000.09563988347
5023.40021512162,2000.09563988347
5814.36996295556,1548.9217895576
5405.35853173166,1548.9217895576
5374.43059628939,1857.76919545941
5442.6594868128,1857.76919545941
6594.84951608154,1262.9610990723
6346.65300186667,1262.9610990723
6392.17170452501,2351.24612303049
5283.89640006191,2351.24612303049
6717.41305912213,1494.86744483826
6910.73580214651,1494.86744483826
7396.06710530971,1367.18495222284
7961.9976067076,1367.18495222284
6276.6437806796,1546.78769509751
6055.25619123247,1546.78769509751
6572.36838335486,1103.35360169534
7045.59988786284,1103.35360169534
5518.50155686442,1950.45240140869
5696.321377626,1950.45240140869
6364.96238157215,1596.81409109636
7351.39498096906,1596.81409109636
5733.06852135915,2130.29427512081
5582.2709636204,2130.29427512081
5288.8130069555,2311.31955417616
5509.74541655457,2311.31955417616
5763.78257088809,2098.84323267823
5996.6508662925,2098.84323267823
6217.22974025383,2021.11275169486
6335.07237896776,2021.11275169486
6572.46101198151,1725.95327685419
6573.20393420317,1725.95327685419
5287.74120643853,1838.35294165085
5272.06918996944,1838.35294165085
7521.51530807543,1513.76500630655
6726.37616837778,1513.76500630655
6393.30227584953,1760.6920420033
6524.35050017956,1760.6920420033
6355.42214309829,2027.81993527946
6227.56808083346,2027.81993527946
6856.74726339942,1349.96535436231
7346.0680238231,1349.96535436231
5046.91499148492,3721.79550704258
5128.45830607829,3721.79550704258
6315.86447580897,1401.79216900072
6658.85620967991,1401.79216900072
5803.05801464543,1199.33531700708
5645.99992661293,1199.33531700708
5788.51005874094,2182.99791602026
5619.96300527938,2182.99791602026
5231.90940840764,2191.26663568348
5331.3770849643,2191.26663568348
6221.98386468809,1732.04416967642
6043.15122574,1732.04416967642
5000.19413988703,2122.46287753103
5034.85438081336,2122.46287753103
7464.32162046574,1147.70323010125
7461.05069925045,1147.70323010125
6589.29720398408,2636.10927270157
6060.20463159735,2636.10927270157
5521.88273455653,1971.96467119297
5459.43713472286,1971.96467119297
5440.96557255545,2453.30480456192
5381.1864416245,2453.30480456192
5583.88249256635,2152.98678957518
5434.86551634307,2152.98678957518
5731.72251096233,1823.58306877325
5704.602439912,1823.58306877325
5894.61039240405,1690.17738160402
5614.39392749628,1690.17738160402
5417.80933495118,1242.3335717163
5394.7838410882,1242.3335717163
5849.05417259141,1735.39070321248
5846.58462485898,1735.39070321248
6745.7639463995,1373.30037245354
6611.65854310114,1373.30037245354
6452.79277101704,1125.12338577253
5858.73311470001,1125.12338577253
5989.93769575952,1184.15109107822
5706.11414602176,1184.15109107822
5392.51233587251,1409.4478032438
5706.68382998136,1409.4478032438
5818.29066135849,1645.54203831999
5584.5703746138,1645.54203831999
7011.61756120413,1533.49925767099
7387.75501878566,1533.49925767099
4554.62366471194,2022.65398928352
4535.72914017382,2022.65398928352
5346.34515857861,1403.81602009676
5300.83945884476,1403.81602009676
5614.8173527032,3161.14613351426
5585.00703696019,3161.14613351426
6447.84171105563,2045.94807206055
6775.4643332181,2045.94807206055
7854.45643045917,1482.98523114939
6146.31031824448,1482.98523114939
7874.93168106639,1334.12275845967
7990.73558698349,1334.12275845967
5233.94793807689,1344.29677965573
5225.81015879071,1344.29677965573
6564.17095591613,1611.65202713051
6847.84104553487,1611.65202713051
6348.98385262944,1396.14378710464
6464.59928234182,1396.14378710464
5030.65499240638,2153.2099013817
5113.56695704939,2153.2099013817
6312.64606859106,1125.86777164594
7471.49585203018,1125.86777164594
5162.43855986612,2152.20829782428
5069.25476706174,2152.20829782428
6771.21875884745,1385.73580542183
6585.05958956479,1385.73580542183
6836.36446083967,2345.6073372613
4984.69985229155,2345.6073372613
4926.32864708791,3709.73023418584
4937.83850154209,3709.73023418584
6267.82467575643,1718.82201394617
6558.43992344878,1718.82201394617
5850.61716378625,1734.61509634511
5901.21159091521,1734.61509634511
6990.45820239982,1570.5315305621
6909.67882386189,1570.5315305621
5835.79442460093,1840.55902092118
5869.57916581058,1840.55902092118
5608.68130607386,1387.16913513136
5624.42139492003,1387.16913513136
6340.22765098949,1614.18290528501
6435.47014877041,1614.18290528501
5401.14861673015,2248.91238960391
5196.40812730636,2248.91238960391
